YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.0000000	0.0350918	0.3648393	0.7859337	0.5409566	0.3647791	0.2488257	0.8808297	0.3722027	1.0558441
0.9839683	0.0000000	0.3473295	0.8374780	0.5090726	0.5143631	0.2048005	0.9799791	0.3559009	1.0806242
0.9096878	0.0266498	0.0000000	0.8373421	0.6247884	0.4129265	0.1863285	0.9283567	0.3910957	0.9899312
0.0528685	0.5737048	0.8769350	0.0000000	0.5691180	0.4899029	0.1611658	0.8667470	0.4226746	1.0509008
0.0442085	0.6524807	0.9710499	0.0527871	0.0000000	0.5390519	0.2014622	0.8798844	0.3992474	1.0733747
1.0901785	0.0609892	0.4407942	0.7713490	0.4777688	0.0000000	0.1992873	0.9236808	0.2803586	1.0070743
0.0582332	0.6145618	1.0391600	0.0834733	0.0796090	0.6265824	0.0000000	0.9015983	0.4226745	1.0108836
0.9613241	0.0408469	0.3106271	0.8267062	0.9926620	0.2521845	0.9425826	0.0000000	0.4309754	0.9361501
0.9574158	0.0447615	0.4544262	0.7238175	0.5435503	0.4540181	0.1564438	1.1085187	0.0000000	0.9465047
1.0659332	0.0319463	0.2675797	0.9594003	0.8241052	0.3138292	0.6174052	0.3118779	0.9317732	0.0000000
